family,domain,family_counts,taxid,lineage,lineage_ranks,lineage_taxids
CACECR01,Bacteria,1,2114296640,Bacteria;Margulisbacteria;Marinamargulisbacteria;UBA817;CACECR01,superkingdom;phylum;class;order;family,81602897;134569813;81327402;1138158847;2114296640
DULL01,Bacteria,1,615570381,Bacteria;Bacillota;Clostridia;Acetivibrionales;DULL01,superkingdom;phylum;class;order;family,81602897;131003083;1705696207;1181927493;615570381
DAIDAN01,Archaea,1,614459272,Archaea;Aenigmatarchaeota;Aenigmatarchaeia;Aenigmatarchaeales;DAIDAN01,superkingdom;phylum;class;order;family,1337977286;1072557490;1239923569;1474595950;614459272
JANWYM01,Bacteria,1,61165844,Bacteria;Armatimonadota;Abditibacteriia;Abditibacteriales;JANWYM01,superkingdom;phylum;class;order;family,81602897;386011820;1912101171;1605336910;61165844
JAHJGZ01,Bacteria,1,610589480,Bacteria;Omnitrophota;Omnitrophia;JAHJGZ01;JAHJGZ01,superkingdom;phylum;class;order;family,81602897;1725231264;1857543631;275577660;610589480
JAFGEK01,Bacteria,1,609918526,Bacteria;Myxococcota;XYA12-FULL-58-9;XYA12-FULL-58-9;JAFGEK01,superkingdom;phylum;class;order;family,81602897;1995082271;940649608;553229180;609918526
DYEP01,Bacteria,1,609675631,Bacteria;Bacillota;DUSP01;DUSP01;DYEP01,superkingdom;phylum;class;order;family,81602897;131003083;1410709211;890598297;609675631
DUSP01,Bacteria,1,608966889,Bacteria;Bacillota;DUSP01;DUSP01;DUSP01,superkingdom;phylum;class;order;family,81602897;131003083;1410709211;890598297;608966889
1-14-0-10-41-12,Bacteria,1,606509743,Bacteria;Patescibacteriota;UBA1384;UBA1384;1-14-0-10-41-12,superkingdom;phylum;class;order;family,81602897;1184272463;800713647;192944038;606509743
JAKFYE01,Bacteria,1,1221375945,Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;JAKFYE01,superkingdom;phylum;class;order;family,81602897;1668872378;58152463;1297816165;1221375945
DTYH01,Bacteria,1,2127449718,Bacteria;Desulfobacterota;Desulfobacteria;C00003060;DTYH01,superkingdom;phylum;class;order;family,81602897;1568916253;276271284;1046059502;2127449718
J132,Bacteria,1,2126749913,Bacteria;Planctomycetota;J132;J132;J132,superkingdom;phylum;class;order;family,81602897;678426958;705585698;1372341318;2126749913
JADZFF01,Bacteria,1,2126233890,Bacteria;Bdellovibrionota;UBA1018;UBA1018;JADZFF01,superkingdom;phylum;class;order;family,81602897;1668872378;706788744;1662270649;2126233890
VGFF01,Bacteria,1,212577560,Bacteria;Sysuimicrobiota;Sysuimicrobiia;Sysuimicrobiales;VGFF01,superkingdom;phylum;class;order;family,81602897;1908485769;50395192;1836458963;212577560
JADYYK01,Bacteria,1,2125226936,Bacteria;Myxococcota;Polyangia;Haliangiales;JADYYK01,superkingdom;phylum;class;order;family,81602897;1995082271;1758649255;317690246;2125226936
JAGVFQ01,Bacteria,1,2109103034,Bacteria;Patescibacteriota;Patescibacteriia;JAGVFQ01,superkingdom;phylum;class;order,81602897;1184272463;965080414;2109103034
CALFHW01,Bacteria,1,2106739608,Bacteria;Patescibacteriota;Dojkabacteria;CALFHW01;CALFHW01,superkingdom;phylum;class;order;family,81602897;1184272463;1106003143;17411139;2106739608
Nanoarchaeaceae,Archaea,1,210489480,Archaea;Nanobdellota;Nanobdellia;Nanobdellales;Nanoarchaeaceae,superkingdom;phylum;class;order;family,1337977286;1140734311;507132679;616053407;210489480
JAMOSO01,Bacteria,1,1212408045,Bacteria;Planctomycetota;JAMOSO01,superkingdom;phylum;class,81602897;678426958;1212408045
SBBB01,Bacteria,1,1212094708,Bacteria;Patescibacteriota;Patescibacteriia;SBBB01;SBBB01,superkingdom;phylum;class;order;family,81602897;1184272463;965080414;1752850889;1212094708
JAUWHS01,Bacteria,1,1208815692,Bacteria;Babelota;Babeliae;Babelales;JAUWHS01,superkingdom;phylum;class;order;family,81602897;812094793;2020026408;1985852393;1208815692
JAUXFM01,Bacteria,1,619925051,Bacteria;Verrucomicrobiota;Kiritimatiellia;JAUXFM01;JAUXFM01,superkingdom;phylum;class;order;family,81602897;605906842;325267327;226749950;619925051
JAFGEW01,Bacteria,1,1403307756,Bacteria;JABMQX01;JABMQX01;JAFGEW01;JAFGEW01,superkingdom;phylum;class;order;family,81602897;464211535;142389363;1165583855;1403307756
JACPXA01,Bacteria,1,1403233684,Bacteria;Elusimicrobiota;Elusimicrobia;2-01-FULL-59-12;JACPXA01,superkingdom;phylum;class;order;family,81602897;848567609;1577470713;1305470298;1403233684
JACQEN01,Bacteria,1,1402712615,Bacteria;Desulfobacterota_B;Binatia;HRBIN30;JACQEN01,superkingdom;phylum;class;order;family,81602897;1287136731;1684752584;1624924892;1402712615
JAGXHI01,Bacteria,1,2121514398,Bacteria;Desulfobacterota;Desulfuromonadia;Desulfuromonadales;JAGXHI01,superkingdom;phylum;class;order;family,81602897;1568916253;291722853;169199139;2121514398
CALMYZ01,Bacteria,1,2120301204,Bacteria;Patescibacteriota;Saccharimonadia;Saccharimonadales;CALMYZ01,superkingdom;phylum;class;order;family,81602897;1184272463;1377863046;1184711150;2120301204
PEVX01,Archaea,1,212005467,Archaea;Nanobdellota;Nanobdellia;Pacearchaeales;PEVX01,superkingdom;phylum;class;order;family,1337977286;1140734311;507132679;1010202107;212005467
JACPPT01,Bacteria,1,2119038213,Bacteria;Chloroflexota;Dehalococcoidia;JACPPT01;JACPPT01,superkingdom;phylum;class;order;family,81602897;510129959;1736958301;1754633014;2119038213
GCA-2742885,Bacteria,1,2116256617,Bacteria;Cloacimonadota;Cloacimonadia;Cloacimonadales;GCA-2742885,superkingdom;phylum;class;order;family,81602897;397599777;1098894286;1061531961;2116256617
CAJQNC01,Bacteria,1,2116032770,Bacteria;Pseudomonadota;Alphaproteobacteria;UBA9655;CAJQNC01,superkingdom;phylum;class;order;family,81602897;1712663402;623498299;845007962;2116032770
JALVRC01,Bacteria,1,629344462,Bacteria;WOR-3;WOR-3;B3-TA06;JALVRC01,superkingdom;phylum;class;order;family,81602897;181805123;357330013;1931839299;629344462
JADGRT01,Bacteria,1,627266737,Bacteria;Verrucomicrobiota;Verrucomicrobiia;Limisphaerales;JADGRT01,superkingdom;phylum;class;order;family,81602897;605906842;1950791653;1197035220;627266737
PCC-7336,Bacteria,1,627186618,Bacteria;Cyanobacteriota;Cyanobacteriia;Thermostichales;PCC-7336,superkingdom;phylum;class;order;family,81602897;15887558;1606220747;764271595;627186618
BQJN01,Bacteria,1,626489010,Bacteria;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;BQJN01,superkingdom;phylum;class;order;family,81602897;1712663402;1969409366;1367557353;626489010
JAITVM01,Bacteria,1,623712446,Bacteria;Bacillota;Clostridia;Lachnospirales;JAITVM01,superkingdom;phylum;class;order;family,81602897;131003083;1705696207;827000254;623712446
JAIQFD01,Bacteria,1,623451675,Bacteria;Acidobacteriota;Terriglobia;Terriglobales;JAIQFD01,superkingdom;phylum;class;order;family,81602897;884358093;1682859313;352038178;623451675
JAHFDS01,Bacteria,1,623360621,Bacteria;Myxococcota;Polyangia;JAHFDS01;JAHFDS01,superkingdom;phylum;class;order;family,81602897;1995082271;1758649255;1320988759;623360621
SZAS-1,Bacteria,1,622625056,Bacteria;Myxococcota;Myxococcia;Myxococcales;SZAS-1,superkingdom;phylum;class;order;family,81602897;1995082271;535023006;97400541;622625056
JALRGP01,Bacteria,1,2103261987,Bacteria;Pseudomonadota;Alphaproteobacteria;JALRGP01;JALRGP01,superkingdom;phylum;class;order;family,81602897;1712663402;623498299;1252886458;2103261987
JAEUSG01,Bacteria,1,1410461295,Bacteria;Fibrobacterota;OXYB2-FULL-49-7;OXYB2-FULL-49-7;JAEUSG01,superkingdom;phylum;class;order;family,81602897;31572563;1161702525;1008837771;1410461295
PUNC01,Bacteria,1,1407487119,Bacteria;PUNC01;Erginobacteria;Erginobacterales;PUNC01,superkingdom;phylum;class;order;family,81602897;1441385319;1517541546;188069504;1407487119
JABDLF01,Bacteria,1,2103229438,Bacteria;Pseudomonadota;Gammaproteobacteria;JABDLF01,superkingdom;phylum;class;order,81602897;1712663402;1969409366;2103229438
JACPDS01,Bacteria,1,2103048854,Bacteria;Vulcanimicrobiota;JACPDS01,superkingdom;phylum;class,81602897;2046179026;2103048854
JALWYX01,Bacteria,1,2102576754,Bacteria;Acidobacteriota;Thermoanaerobaculia;JALWYX01,superkingdom;phylum;class;order,81602897;884358093;468001233;2102576754
DTXE01,Bacteria,1,2110195122,Bacteria;Desulfobacterota;DTXE01;DTXE01;DTXE01,superkingdom;phylum;class;order;family,81602897;1568916253;1510077878;557691525;2110195122
UBA12532,Bacteria,1,2110148351,Bacteria;Bacillota;Desulfotomaculia;Desulfotomaculales;UBA12532,superkingdom;phylum;class;order;family,81602897;131003083;891735154;1163602672;2110148351
JAFGEP01,Bacteria,1,2092691968,Bacteria;Myxococcota;Bradymonadia;JAFGEP01;JAFGEP01,superkingdom;phylum;class;order;family,81602897;1995082271;375445356;1972887181;2092691968
JADFSL01,Bacteria,1,2092355588,Bacteria;Patescibacteriota;Minisyncoccia;UBA9973;JADFSL01,superkingdom;phylum;class;order;family,81602897;1184272463;283916658;168137696;2092355588
JAKLEA01,Bacteria,1,2089461440,Bacteria;Planctomycetota;Brocadiia;SM23-32;JAKLEA01,superkingdom;phylum;class;order;family,81602897;678426958;1511728751;1624580531;2089461440
DZAY01,Bacteria,1,1208142151,Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;DZAY01,superkingdom;phylum;class;order;family,81602897;1536518028;1492690008;536303497;1208142151
JAGTRE01,Archaea,1,1206571377,Archaea;Thermoproteota;Bathyarchaeia;RBG-16-48-13;JAGTRE01,superkingdom;phylum;class;order;family,1337977286;1464800560;230993527;824307958;1206571377
JAHDHN01,Bacteria,1,1206567260,Bacteria;Pseudomonadota;Alphaproteobacteria;Rickettsiales;JAHDHN01,superkingdom;phylum;class;order;family,81602897;1712663402;623498299;1739444295;1206567260
DTGE01,Archaea,1,1206153417,Archaea;Thermoproteota;Bathyarchaeia;40CM-2-53-6;DTGE01,superkingdom;phylum;class;order;family,1337977286;1464800560;230993527;758741054;1206153417
JACQRN01,Bacteria,1,1205618758,Bacteria;Planctomycetota;SBBH01;SBBH01;JACQRN01,superkingdom;phylum;class;order;family,81602897;678426958;1914718829;936762146;1205618758
CALFVM01,Bacteria,1,1205437918,Bacteria;Verrucomicrobiota;Verrucomicrobiia;Methylacidiphilales;CALFVM01,superkingdom;phylum;class;order;family,81602897;605906842;1950791653;1970143069;1205437918
UBA2593,Bacteria,1,120478926,Bacteria;Omnitrophota;Koll11;Gygaellales;UBA2593,superkingdom;phylum;class;order;family,81602897;1725231264;1822347176;1977364829;120478926
GLO-12,Bacteria,1,1203174714,Bacteria;Myxococcota_A;UBA9160;UBA9160;GLO-12,superkingdom;phylum;class;order;family,81602897;221161996;1401593029;834353456;1203174714
JAUVCJ01,Archaea,1,630704555,Archaea;Thermoplasmatota;Thermoplasmata;GCA-020350865;JAUVCJ01,superkingdom;phylum;class;order;family,1337977286;1319660302;1680928555;592546723;630704555
JANQMK01,Bacteria,1,2100956373,Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;JANQMK01,superkingdom;phylum;class;order;family,81602897;1712663402;1969409366;1250912789;2100956373
JAJRTR01,Bacteria,1,2097194333,Bacteria;UBP15;UBA6099;UBA6099;JAJRTR01,superkingdom;phylum;class;order;family,81602897;1681209269;1225855210;1187268354;2097194333
DYJS01,Bacteria,1,2095736648,Bacteria;Patescibacteriota;DYJS01;DYJS01;DYJS01,superkingdom;phylum;class;order;family,81602897;1184272463;1637374550;299830215;2095736648
JAEUSM01,Bacteria,1,2095071743,Bacteria;Bacteroidota_A;Kapaibacteriia;Kapaibacteriales;JAEUSM01,superkingdom;phylum;class;order;family,81602897;95618103;1276938547;695374644;2095071743
JACPRZ01,Bacteria,1,2078640431,Bacteria;Bacteroidota;Bacteroidia;JACPRZ01;JACPRZ01,superkingdom;phylum;class;order;family,81602897;504177835;618517539;1625816760;2078640431
Thermicanaceae,Bacteria,1,207777530,Bacteria;Bacillota;Bacilli;Thermicanales;Thermicanaceae,superkingdom;phylum;class;order;family,81602897;131003083;1489315499;2007825355;207777530
JAJRTK01,Bacteria,1,64092245,Bacteria;CSSED10-310;JAJRTK01;JAJRTK01;JAJRTK01,superkingdom;phylum;class;order;family,81602897;1672571177;99001228;114712833;64092245
JAHDSF01,Bacteria,1,637751012,Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;JAHDSF01,superkingdom;phylum;class;order;family,81602897;1712663402;623498299;1087042544;637751012
CALKRZ01,Bacteria,1,63686738,Bacteria;Bacillota;Clostridia;Lachnospirales;CALKRZ01,superkingdom;phylum;class;order;family,81602897;131003083;1705696207;827000254;63686738
JACQJU01,Bacteria,1,635900850,Bacteria;Patescibacteriota;Microgenomatia;2-02-FULL-39-11;JACQJU01,superkingdom;phylum;class;order;family,81602897;1184272463;151692982;426508600;635900850
JALRHH01,Bacteria,1,634780375,Bacteria;Patescibacteriota;Saccharimonadia;Saccharimonadales;JALRHH01,superkingdom;phylum;class;order;family,81602897;1184272463;1377863046;1184711150;634780375
PIWD01,Bacteria,1,63455223,Bacteria;Pseudomonadota;Gammaproteobacteria;PIWD01;PIWD01,superkingdom;phylum;class;order;family,81602897;1712663402;1969409366;490522960;63455223
JAPLSS01,Bacteria,1,633331554,Bacteria;Sumerlaeota;Sumerlaeia;JAPLSS01;JAPLSS01,superkingdom;phylum;class;order;family,81602897;2009498236;2129261837;933077287;633331554
Mcinerneyibacteriaceae,Bacteria,1,1416594084,Bacteria;Mcinerneyibacteriota;Mcinerneyibacteria;Mcinerneyibacteriales;Mcinerneyibacteriaceae,superkingdom;phylum;class;order;family,81602897;592117178;814983492;1589709079;1416594084
JABWCM01,Bacteria,1,1416061430,Bacteria;Myxococcota;UBA9042;JABWCM01,superkingdom;phylum;class;order,81602897;1995082271;1682906111;1416061430
JAOAEQ01,Bacteria,1,1414108589,Bacteria;UBP4;UBA4092;JAOAEQ01;JAOAEQ01,superkingdom;phylum;class;order;family,81602897;357874772;1245101254;1640045237;1414108589
JACOZS01,Archaea,1,1412888644,Archaea;Nanobdellota;Nanobdellia;SCGC-AAA011-G17;JACOZS01,superkingdom;phylum;class;order;family,1337977286;1140734311;507132679;1390958434;1412888644
CAJWYM01,Bacteria,1,2086245155,Bacteria;Verrucomicrobiota;Verrucomicrobiia;Opitutales;CAJWYM01,superkingdom;phylum;class;order;family,81602897;605906842;1950791653;775196229;2086245155
QNFE01,Bacteria,1,2085552954,Bacteria;Pseudomonadota;Gammaproteobacteria;QNFE01,superkingdom;phylum;class;order,81602897;1712663402;1969409366;2085552954
DVGY01,Bacteria,1,2093825640,Bacteria;Bacillota;DVGY01;DVGY01;DVGY01,superkingdom;phylum;class;order;family,81602897;131003083;1561567841;527991787;2093825640
JAUXAV01,Archaea,1,2075678814,Archaea;Aenigmatarchaeota;Aenigmatarchaeia;QMZP01;JAUXAV01,superkingdom;phylum;class;order;family,1337977286;1072557490;1239923569;500937751;2075678814
JAMNXU01,Bacteria,1,2075286612,Bacteria;Bacillota;Clostridia;Acetivibrionales;JAMNXU01,superkingdom;phylum;class;order;family,81602897;131003083;1705696207;1181927493;2075286612
UBA1319,Bacteria,1,1203107391,Bacteria;Verrucomicrobiota;Verrucomicrobiia;Limisphaerales;UBA1319,superkingdom;phylum;class;order;family,81602897;605906842;1950791653;1197035220;1203107391
O2-12-FULL-43-9,Bacteria,1,1202497353,Bacteria;Bdellovibrionota;O2-12-FULL-43-9;O2-12-FULL-43-9;O2-12-FULL-43-9,superkingdom;phylum;class;order;family,81602897;1668872378;1365144317;739373390;1202497353
JAADIA01,Bacteria,1,1202451714,Bacteria;NPL-UPA2;NPL-UPA2;NPL-UPA2;JAADIA01,superkingdom;phylum;class;order;family,81602897;975611785;481310071;178195062;1202451714
JALTZZ01,Archaea,1,1202184214,Archaea;Hydrothermarchaeota;Hydrothermarchaeia;JALTZZ01;JALTZZ01,superkingdom;phylum;class;order;family,1337977286;1874956389;779308332;1794317763;1202184214
JAABSR01,Bacteria,1,1201966030,Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;JAABSR01,superkingdom;phylum;class;order;family,81602897;1536518028;1492690008;536303497;1201966030
JAKJEU01,Bacteria,1,1201336983,Bacteria;Pseudomonadota;Alphaproteobacteria;RF32;JAKJEU01,superkingdom;phylum;class;order;family,81602897;1712663402;623498299;1465701043;1201336983
JACPPH01,Bacteria,1,1198496329,Bacteria;Patescibacteriota;Saccharimonadia;CAILAD01;JACPPH01,superkingdom;phylum;class;order;family,81602897;1184272463;1377863046;1722093389;1198496329
JAQGGX01,Bacteria,1,64227022,Bacteria;Patescibacteriota;Saccharimonadia;Saccharimonadales;JAQGGX01,superkingdom;phylum;class;order;family,81602897;1184272463;1377863046;1184711150;64227022
JAUHZY01,Bacteria,1,2082897585,Bacteria;Pseudomonadota;Alphaproteobacteria;JAUHZY01,superkingdom;phylum;class;order,81602897;1712663402;623498299;2082897585
JAFDDL01,Bacteria,1,2081800747,Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;JAFDDL01,superkingdom;phylum;class;order;family,81602897;1568916253;276271284;100205859;2081800747
JACQUE01,Bacteria,1,2080036329,Bacteria;Chloroflexota;Dehalococcoidia;JACQUE01,superkingdom;phylum;class;order,81602897;510129959;1736958301;2080036329
JAGGZP01,Bacteria,1,2079703392,Bacteria;Patescibacteriota;Patescibacteriia;UBA2591;JAGGZP01,superkingdom;phylum;class;order;family,81602897;1184272463;965080414;611287936;2079703392
JARCMD01,Bacteria,1,2079169580,Bacteria;Cyanobacteriota;Cyanobacteriia;JARCMD01;JARCMD01,superkingdom;phylum;class;order;family,81602897;15887558;1606220747;409584227;2079169580
CADDZV01,Bacteria,1,2079091425,Bacteria;Bacillota;CADDZV01;CADDZV01;CADDZV01,superkingdom;phylum;class;order;family,81602897;131003083;1228105056;919360885;2079091425
SKW190,Archaea,1,653297114,Archaea;Micrarchaeota;Micrarchaeia;Anstonellales;SKW190,superkingdom;phylum;class;order;family,1337977286;741135215;276043747;2041122845;653297114
JAIMBG01,Bacteria,1,653296994,Bacteria;Bacillota;JAIMBG01;JAIMBG01;JAIMBG01,superkingdom;phylum;class;order;family,81602897;131003083;614410915;538874615;653296994
JAFGSJ01,Bacteria,1,649448502,Bacteria;CSSED10-310;JAFGSJ01;JAFGSJ01;JAFGSJ01,superkingdom;phylum;class;order;family,81602897;1672571177;41571202;1290491665;649448502
JACPHL01,Bacteria,1,649024492,Bacteria;Methylomirabilota;Methylomirabilia;Rokubacteriales;JACPHL01,superkingdom;phylum;class;order;family,81602897;589118728;1514549032;1665635470;649024492
JAKEFC01,Bacteria,1,648843542,Bacteria;Planctomycetota;UBA8108;UBA1146;JAKEFC01,superkingdom;phylum;class;order;family,81602897;678426958;1420749771;208511511;648843542
JACJVW01,Archaea,1,1433922103,Archaea;Nanobdellota;Nanobdellia;Woesearchaeales;JACJVW01,superkingdom;phylum;class;order;family,1337977286;1140734311;507132679;559120121;1433922103
JACQHA01,Bacteria,1,1432922782,Bacteria;Deinococcota;Deinococci;JACQHA01;JACQHA01,superkingdom;phylum;class;order;family,81602897;636856615;1254513713;552174708;1432922782
DYIG01,Bacteria,1,2073826038,Bacteria;Bacillota;DYIH01;DYIH01;DYIG01,superkingdom;phylum;class;order;family,81602897;131003083;284685992;2144639710;2073826038
JANYLB01,Bacteria,1,1428133697,Bacteria;Actinomycetota;Acidimicrobiia;IMCC26256;JANYLB01,superkingdom;phylum;class;order;family,81602897;922471546;377422747;170155244;1428133697
SIG530,Bacteria,1,1426781376,Bacteria;Bacillota;Clostridia;Oscillospirales;SIG530,superkingdom;phylum;class;order;family,81602897;131003083;1705696207;855679871;1426781376
JAHEDQ01,Bacteria,1,2073404476,Bacteria;Pseudomonadota;Gammaproteobacteria;Competibacterales;JAHEDQ01,superkingdom;phylum;class;order;family,81602897;1712663402;1969409366;1161786029;2073404476
JAMDEM01,Bacteria,1,2072487163,Bacteria;Vulcanimicrobiota;JAMDEM01;JAMDEM01;JAMDEM01,superkingdom;phylum;class;order;family,81602897;2046179026;201782093;893489127;2072487163
JACQVU01,Bacteria,1,2071881223,Bacteria;Planctomycetota;UBA8742;JACQVU01,superkingdom;phylum;class;order,81602897;678426958;766377405;2071881223
CANGWC01,Bacteria,1,2071811124,Bacteria;Bdellovibrionota_B;Oligoflexia;Silvanigrellales;CANGWC01,superkingdom;phylum;class;order;family,81602897;152178665;1702751938;171798626;2071811124
JAJDBK01,Bacteria,1,1420746657,Bacteria;Nitrospinota;UBA7883;UBA7883;JAJDBK01,superkingdom;phylum;class;order;family,81602897;2117111837;1821267277;943834596;1420746657
JAOTWM01,Bacteria,1,1420345550,Bacteria;Pseudomonadota;Gammaproteobacteria;Arenicellales;JAOTWM01,superkingdom;phylum;class;order;family,81602897;1712663402;1969409366;897987943;1420345550
JACQUR01,Bacteria,1,1441774520,Bacteria;Chloroflexota;UBA6077;UBA6077;JACQUR01,superkingdom;phylum;class;order;family,81602897;510129959;204911749;2026912598;1441774520
JAJSAI01,Archaea,1,1441148792,Archaea;B1Sed10-29;B1Sed10-29;B1Sed10-29;JAJSAI01,superkingdom;phylum;class;order;family,1337977286;1407021021;1726147542;1872541257;1441148792
JACQLU01,Bacteria,1,2059024462,Bacteria;Patescibacteriota;JACQLU01,superkingdom;phylum;class,81602897;1184272463;2059024462
DAOWOJ01,Archaea,1,2057427588,Archaea;Aenigmatarchaeota;Aenigmatarchaeia;DAOWOJ01,superkingdom;phylum;class;order,1337977286;1072557490;1239923569;2057427588
JAFGMG01,Bacteria,1,1196636573,Bacteria;Patescibacteriota;Dojkabacteria;B142;JAFGMG01,superkingdom;phylum;class;order;family,81602897;1184272463;1106003143;1644995283;1196636573
WRBM01,Bacteria,1,119118931,Bacteria;Bacillota;Bacilli;Acholeplasmatales;WRBM01,superkingdom;phylum;class;order;family,81602897;131003083;1489315499;305512438;119118931
VGMA01,Bacteria,1,655098774,Bacteria;Chlamydiota;Chlamydiia;Chlamydiales;VGMA01,superkingdom;phylum;class;order;family,81602897;1417588462;1218949594;1568705753;655098774
VGEU01,Bacteria,1,654893344,Bacteria;Pseudomonadota;Alphaproteobacteria;MPNO01;VGEU01,superkingdom;phylum;class;order;family,81602897;1712663402;623498299;1466930517;654893344
WJKY01,Archaea,1,653899201,Archaea;Nanobdellota;Nanobdellia;UBA10117;WJKY01,superkingdom;phylum;class;order;family,1337977286;1140734311;507132679;489446204;653899201
DAOWLE01,Bacteria,1,2065588337,Bacteria;Patescibacteriota;Minisyncoccia;JAHIHE01;DAOWLE01,superkingdom;phylum;class;order;family,81602897;1184272463;283916658;150415058;2065588337
CALLLO01,Bacteria,1,2064910329,Bacteria;Margulisbacteria;Marinamargulisbacteria;GCA-2716485;CALLLO01,superkingdom;phylum;class;order;family,81602897;134569813;81327402;2059226930;2064910329
DUMD01,Bacteria,1,2064329276,Bacteria;Bacillota;DUMD01;DUMD01;DUMD01,superkingdom;phylum;class;order;family,81602897;131003083;1349543902;1961536748;2064329276
FW305-bin1,Bacteria,1,2064112173,Bacteria;Actinomycetota;Actinomycetes;S36-B12;FW305-bin1,superkingdom;phylum;class;order;family,81602897;922471546;1737519761;1592431953;2064112173
GCA-2748835,Bacteria,1,2063323046,Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;GCA-2748835,superkingdom;phylum;class;order;family,81602897;1568916253;276271284;100205859;2063323046
CAJWJK01,Bacteria,1,2062604522,Bacteria;Pseudomonadota;Alphaproteobacteria;CAJWJK01;CAJWJK01,superkingdom;phylum;class;order;family,81602897;1712663402;623498299;1216230167;2062604522
UM-FILTER-63-12,Bacteria,1,2060575841,Bacteria;Myxococcota;Bradymonadia;UBA4248;UM-FILTER-63-12,superkingdom;phylum;class;order;family,81602897;1995082271;375445356;1779131643;2060575841
JAADJB01,Bacteria,1,2048800240,Bacteria;Pseudomonadota;Gammaproteobacteria;JAADJB01;JAADJB01,superkingdom;phylum;class;order;family,81602897;1712663402;1969409366;133686734;2048800240
JACQZM01,Bacteria,1,664877214,Bacteria;Muiribacteriota;UBA6191;JACPRK01;JACQZM01,superkingdom;phylum;class;order;family,81602897;2133630180;1657474973;1015900077;664877214
Desulforegulaceae,Bacteria,1,664114133,Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulforegulaceae,superkingdom;phylum;class;order;family,81602897;1568916253;276271284;100205859;664114133
CR-1,Bacteria,1,66252310,Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;CR-1,superkingdom;phylum;class;order;family,81602897;1568916253;276271284;100205859;66252310
JAUVZV01,Bacteria,1,658704694,Bacteria;Chloroflexota;Dehalococcoidia;Dehalococcoidales;JAUVZV01,superkingdom;phylum;class;order;family,81602897;510129959;1736958301;1217821002;658704694
JAOAIM01,Bacteria,1,656491926,Bacteria;Verrucomicrobiota;Verrucomicrobiia;Limisphaerales;JAOAIM01,superkingdom;phylum;class;order;family,81602897;605906842;1950791653;1197035220;656491926
JAGGVN01,Bacteria,1,1185029541,Bacteria;Aerophobota;Aerophobia;Aerophobales;JAGGVN01,superkingdom;phylum;class;order;family,81602897;389208786;2035870633;1133496564;1185029541
0-14-0-80-59-12,Bacteria,1,2057107470,Bacteria;Bacteroidota_A;0-14-0-80-59-12;0-14-0-80-59-12;0-14-0-80-59-12,superkingdom;phylum;class;order;family,81602897;95618103;521353847;756169294;2057107470
JANQMZ01,Archaea,1,2056088525,Archaea;Iainarchaeota;Iainarchaeia;Iainarchaeales;JANQMZ01,superkingdom;phylum;class;order;family,1337977286;395318807;1804854132;1748713395;2056088525
CALBRZ01,Bacteria,1,2055106801,Bacteria;Planctomycetota;Planctomycetia;Pirellulales;CALBRZ01,superkingdom;phylum;class;order;family,81602897;678426958;1772024279;1753514380;2055106801
2-01-FULL-47-10,Bacteria,1,2054833149,Bacteria;Patescibacteriota;Minisyncoccia;2-01-FULL-47-10;2-01-FULL-47-10,superkingdom;phylum;class;order;family,81602897;1184272463;283916658;755114955;2054833149
JACQCE01,Bacteria,1,2054560359,Bacteria;Nitrospirota;Nitrospiria;JACQCE01,superkingdom;phylum;class;order,81602897;1669227019;1353539777;2054560359
DYGC01,Bacteria,1,2053702577,Bacteria;Patescibacteriota;Patescibacteriia;DYGC01,superkingdom;phylum;class;order,81602897;1184272463;965080414;2053702577
CAISZI01,Bacteria,1,2052905902,Bacteria;Patescibacteriota;CG2-30-54-11;CG2-30-54-11;CAISZI01,superkingdom;phylum;class;order;family,81602897;1184272463;16230683;246978312;2052905902
JAUIKI01,Bacteria,1,1447047715,Bacteria;Pseudomonadota;Gammaproteobacteria;JAUIKI01;JAUIKI01,superkingdom;phylum;class;order;family,81602897;1712663402;1969409366;1045939905;1447047715
JAUUWJ01,Bacteria,1,144247556,Bacteria;Actinomycetota;JAUUWJ01;SURF-47;JAUUWJ01,superkingdom;phylum;class;order;family,81602897;922471546;1435212168;2033093295;144247556
JAUWXU01,Bacteria,1,2038298492,Bacteria;Omnitrophota;Koll11;JAUWXU01;JAUWXU01,superkingdom;phylum;class;order;family,81602897;1725231264;1822347176;1903920097;2038298492
DYNZ01,Bacteria,1,2038160899,Bacteria;Spirochaetota;DYNZ01;DYNZ01;DYNZ01,superkingdom;phylum;class;order;family,81602897;39784000;1603960582;734479587;2038160899
JAOACF01,Bacteria,1,673934451,Bacteria;Bacillota;Negativicutes;Sporomusales;JAOACF01,superkingdom;phylum;class;order;family,81602897;131003083;440945044;192070894;673934451
