genus,domain,genus_counts,taxid,lineage,lineage_ranks,lineage_taxids
Arboricoccus,Bacteria,1,2066435.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Geminicoccales;Geminicoccaceae;Arboricoccus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;3108222;2066434;2066435
Sulfuriroseicoccus,Bacteria,1,2911469.0,cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Verrucomicrobiaceae;Sulfuriroseicoccus,cellular root;domain;kingdom;clade;phylum;class;order;family;genus,131567;2;3379134;1783257;74201;203494;48461;203557;2911469
Sulfurivermis,Bacteria,1,2034504.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Thiohalomonadales;Thiohalomonadaceae;Sulfurivermis,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;3084968;3084969;2034504
Sulfidibacter,Bacteria,1,2915177.0,cellular organisms;Bacteria;Pseudomonadati;Acidobacteriota;Holophagae;Acanthopleuribacterales;Acanthopleuribacteraceae;Sulfidibacter,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;57723;533205;533206;533207;2915177
Symplocastrum,Bacteria,1,1125736.0,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Oscillatoriophycideae;Oscillatoriales;Microcoleaceae;Symplocastrum,cellular root;domain;kingdom;clade;phylum;class;subclass;order;family;genus,131567;2;1783272;1798711;1117;3028117;1301283;1150;1892252;1125736
Apirhabdus,Bacteria,1,3142780.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Apirhabdus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;91347;543;3142780
Sungkyunkwania,Bacteria,1,1649498.0,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Sungkyunkwania,cellular root;domain;kingdom;clade;clade;phylum;class;order;family;genus,131567;2;3379134;1783270;68336;976;117743;200644;49546;1649498
Swingsia,Bacteria,1,1649499.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Swingsia,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;3120395;433;1649499
Svornostia,Bacteria,1,3231543.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Thermoleophilia;Solirubrobacterales;Baekduiaceae;Svornostia,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;201174;1497346;588673;2600303;3231543
Subsaxibacter,Bacteria,1,291181.0,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Subsaxibacter,cellular root;domain;kingdom;clade;clade;phylum;class;order;family;genus,131567;2;3379134;1783270;68336;976;117743;200644;49546;291181
Succinispira,Bacteria,1,78119.0,cellular organisms;Bacteria;Bacillati;Bacillota;Negativicutes;Acidaminococcales;Acidaminococcaceae;Succinispira,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;909932;1843488;909930;78119
Symbioplanes,Bacteria,1,3240236.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Symbioplanes,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;201174;1760;85008;28056;3240236
Suicoccus,Bacteria,1,2689587.0,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Aerococcaceae;Suicoccus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;91061;186826;186827;2689587
Spongisporangium,Bacteria,1,3362602.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kineosporiales;Kineosporiaceae;Spongisporangium,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;201174;1760;622452;83778;3362602
Arenivirga,Bacteria,1,2033596.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Arenivirga,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;201174;1760;85006;85023;2033596
Sporotomaculum,Bacteria,1,68034.0,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Desulfallaceae;Sporotomaculum,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;186801;186802;2867375;68034
Taurinivorans,Bacteria,1,3126915.0,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Taurinivorans,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;200940;3031449;213115;194924;3126915
Anoxybacterium,Bacteria,1,3408579.0,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Anaerovoracaceae;Anoxybacterium,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;186801;3082720;543314;3408579
Sporanaerobium,Bacteria,1,3072173.0,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Sporanaerobium,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;186801;3085636;186803;3072173
Anoxybacter,Bacteria,1,1769008.0,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Halanaerobiales;Halanaerobiales incertae sedis;Anoxybacter,cellular root;domain;kingdom;phylum;class;order;no rank;genus,131567;2;1783272;1239;186801;53433;387655;1769008
Sporohalobacter,Bacteria,1,973.0,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Halanaerobiales;Halobacteroidaceae;Sporohalobacter,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;186801;53433;53434;973
Sporolituus,Bacteria,1,909931.0,cellular organisms;Bacteria;Bacillati;Bacillota;Negativicutes;Selenomonadales;Sporomusaceae;Sporolituus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;909932;909929;1843490;909931
Tepidisphaera,Bacteria,1,1771356.0,cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Phycisphaerae;Tepidisphaerales;Tepidisphaeraceae;Tepidisphaera,cellular root;domain;kingdom;clade;phylum;class;order;family;genus,131567;2;3379134;1783257;203682;666505;1771349;1771355;1771356
Spiractinospora,Bacteria,1,2913367.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Streptosporangiales;Nocardiopsidaceae;Spiractinospora,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;201174;1760;85012;83676;2913367
Spirirestis,Bacteria,1,172309.0,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Nostocales;Tolypothrichaceae;Spirirestis,cellular root;domain;kingdom;clade;phylum;class;order;family;genus,131567;2;1783272;1798711;1117;3028117;1161;119859;172309
Tengunoibacter,Bacteria,1,2571199.0,cellular organisms;Bacteria;Bacillati;Chloroflexota;Ktedonobacteria;Ktedonobacterales;Dictyobacteraceae;Tengunoibacter,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;200795;388447;388448;2571193;2571199
Tenebrionibacter,Bacteria,1,2918836.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Tenebrionibacter/Tenebrionicola group;Tenebrionibacter,cellular root;domain;kingdom;phylum;class;order;family;no rank;genus,131567;2;3379134;1224;1236;91347;543;2969848;2918836
Aridibaculum,Bacteria,1,3042723.0,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Aridibaculum,cellular root;domain;kingdom;clade;clade;phylum;class;order;family;genus,131567;2;3379134;1783270;68336;976;1853228;1853229;563835;3042723
Splendidivirga,Bacteria,1,3153707.0,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Cytophagia;Cytophagales;Splendidivirgaceae;Splendidivirga,cellular root;domain;kingdom;clade;clade;phylum;class;order;family;genus,131567;2;3379134;1783270;68336;976;768503;768507;3153706;3153707
Temperatibacter,Bacteria,1,1549129.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Kordiimonadales;Temperatibacteraceae;Temperatibacter,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;362534;1549128;1549129
Stenoxybacter,Bacteria,1,422440.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Stenoxybacter,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28216;206351;481;422440
Tannockella,Bacteria,1,2943184.0,cellular organisms;Bacteria;Bacillati;Bacillota;Erysipelotrichia;Erysipelotrichales;Coprobacillaceae;Tannockella,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;526524;526525;2810280;2943184
Tardibacter,Bacteria,1,2685927.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Tardibacter,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;204457;41297;2685927
Staphylospora,Bacteria,1,2689589.0,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Thermoactinomycetaceae;Staphylospora,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;91061;1385;186824;2689589
Anthocerotibacter,Bacteria,1,2857076.0,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Gloeobacterales;Anthocerotibacteraceae;Anthocerotibacter,cellular root;domain;kingdom;clade;phylum;class;order;family;genus,131567;2;1783272;1798711;1117;3028117;307595;3079741;2857076
Allocatenococcus,Bacteria,1,94139.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae;Allocatenococcus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;135623;641;94139
Allocatelliglobosispora,Bacteria,1,1400054.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Allocatelliglobosispora,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;201174;1760;85008;28056;1400054
Alloactinosynnema,Bacteria,1,674734.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Alloactinosynnema,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;201174;1760;85010;2070;674734
Sandaracinomonas,Bacteria,1,2919363.0,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Cytophagia;Cytophagales;Flectobacillaceae;Sandaracinomonas,cellular root;domain;kingdom;clade;clade;phylum;class;order;family;genus,131567;2;3379134;1783270;68336;976;768503;768507;3141701;2919363
Sanyastnella,Bacteria,1,3228946.0,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Sanyastnellaceae;Sanyastnella,cellular root;domain;kingdom;clade;clade;phylum;class;order;family;genus,131567;2;3379134;1783270;68336;976;117743;200644;3228945;3228946
Saonia,Bacteria,1,2029851.0,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Saonia,cellular root;domain;kingdom;clade;clade;phylum;class;order;family;genus,131567;2;3379134;1783270;68336;976;117743;200644;49546;2029851
Beduinella,Bacteria,1,3151708.0,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Beduinellaceae;Beduinella,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;186801;186802;3151707;3151708
Salinithrix,Bacteria,1,1649492.0,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Thermoactinomycetaceae;Salinithrix,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;91061;1385;186824;1649492
Salisaeta,Bacteria,1,689697.0,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Rhodothermota;Rhodothermia;Rhodothermales;Salisaetaceae;Salisaeta,cellular root;domain;kingdom;clade;clade;phylum;class;order;family;genus,131567;2;3379134;1783270;68336;1853220;1853222;1853224;2893042;689697
Aliitabrizicola,Bacteria,1,3143989.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Aliitabrizicola,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;204455;31989;3143989
Saliterribacillus,Bacteria,1,1434043.0,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Saliterribacillus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;91061;1385;186817;1434043
Salmonirosea,Bacteria,1,3341730.0,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Cytophagia;Cytophagales;Spirosomataceae;Salmonirosea,cellular root;domain;kingdom;clade;clade;phylum;class;order;family;genus,131567;2;3379134;1783270;68336;976;768503;768507;2896860;3341730
Salinibius,Bacteria,1,2694839.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Saccharospirillaceae;Salinibius,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;135619;255527;2694839
Salinihabitans,Bacteria,1,1398404.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Salinihabitans,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;204455;2854170;1398404
Salinilacihabitans,Archaea,1,3065676.0,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Natrialbaceae;Salinilacihabitans,cellular root;domain;kingdom;phylum;clade;class;order;family;genus,131567;2157;3366610;28890;2290931;183963;2235;1644061;3065676
Saliniradius,Bacteria,1,2661818.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Saliniradius,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;135622;72275;2661818
Salinirarus,Archaea,1,3415185.0,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Haloferacaceae;Salinirarus,cellular root;domain;kingdom;phylum;clade;class;order;family;genus,131567;2157;3366610;28890;2290931;183963;2235;1644056;3415185
Alkalispirillum,Bacteria,1,85924.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Alkalispirillum,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;135613;72276;85924
Alkalisalibacterium,Bacteria,1,3037992.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Alkalisalibacterium,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;135614;32033;3037992
Alkalicella,Bacteria,1,2838170.0,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Proteinivoraceae;Alkalicella,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;186801;186802;1491775;2838170
Alkalicaulis,Bacteria,1,2800082.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Maricaulales;Maricaulaceae;Alkalicaulis,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;2800059;2800061;2800082
Saltatorellus,Bacteria,1,3405235.0,cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Planctomycetia;Planctomycetia incertae sedis;Saltatorellus,cellular root;domain;kingdom;clade;phylum;class;no rank;genus,131567;2;3379134;1783257;203682;203683;3405232;3405235
Salsipaludibacter,Bacteria,1,2917698.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Nitriliruptoria;Salsipaludibacterales;Salsipaludibacteraceae;Salsipaludibacter,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;201174;908620;2917696;2917697;2917698
Saxibacter,Bacteria,1,3162691.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Brevibacteriaceae;Saxibacter,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;201174;1760;85006;85019;3162691
Allosalinactinospora,Bacteria,1,1631197.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Streptosporangiales;Nocardiopsidaceae;Allosalinactinospora,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;201174;1760;85012;83676;1631197
Allosaccharopolyspora,Bacteria,1,2893576.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Allosaccharopolyspora,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;201174;1760;85010;2070;2893576
Allonocardiopsis,Bacteria,1,1647181.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Streptosporangiales;Streptosporangiales incertae sedis;Allonocardiopsis,cellular root;domain;kingdom;phylum;class;order;no rank;genus,131567;2;1783272;201174;1760;85012;147066;1647181
Allopseudospirillum,Bacteria,1,196078.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Allopseudospirillum,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;135619;135620;196078
Balneicella,Bacteria,1,1903336.0,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Balneicellaceae;Balneicella,cellular root;domain;kingdom;clade;clade;phylum;class;order;family;genus,131567;2;3379134;1783270;68336;976;200643;171549;1903335;1903336
Banduia,Bacteria,1,3160923.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Nevskiales;Algiphilaceae;Banduia,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;1775403;1266054;3160923
Scatolibacter,Bacteria,1,2912543.0,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Scatolibacter,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;186801;186802;216572;2912543
Almyronema,Bacteria,1,3114804.0,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Nodosilineales;Nodosilineaceae;Almyronema,cellular root;domain;kingdom;clade;phylum;class;order;family;genus,131567;2;1783272;1798711;1117;3028117;3039985;3039986;3114804
Allostreptomyces,Bacteria,1,1914443.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Allostreptomyces,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;201174;1760;85011;2062;1914443
Allofustis,Bacteria,1,192987.0,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Allofustis,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;91061;186826;186828;192987
Allocoprobacillus,Bacteria,1,3059504.0,cellular organisms;Bacteria;Bacillati;Bacillota;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Allocoprobacillus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;526524;526525;128827;3059504
Trichothermofontia,Bacteria,1,3045815.0,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Leptolyngbyales;Trichocoleusaceae;Trichothermofontia,cellular root;domain;kingdom;clade;phylum;class;order;family;genus,131567;2;1783272;1798711;1117;3028117;3079749;2303527;3045815
Beutenbergia,Bacteria,1,84756.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Beutenbergiaceae;Beutenbergia,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;201174;1760;85006;125316;84756
Bianquea,Bacteria,1,2944146.0,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Bianqueaceae;Bianquea,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;186801;186802;2944142;2944146
Biomaibacter,Bacteria,1,2770094.0,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Thermosediminibacterales;Tepidanaerobacteraceae;Biomaibacter,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;186801;2770089;2770092;2770094
Biostraticola,Bacteria,1,466108.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Bruguierivoracaceae;Biostraticola,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;91347;2812006;466108
Rubrolithibacter,Bacteria,1,3415017.0,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Rubrolithibacter,cellular root;domain;kingdom;clade;clade;phylum;class;order;family;genus,131567;2;3379134;1783270;68336;976;117747;200666;84566;3415017
Rurimicrobium,Bacteria,1,2049912.0,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Rurimicrobium,cellular root;domain;kingdom;clade;clade;phylum;class;order;family;genus,131567;2;3379134;1783270;68336;976;1853228;1853229;563835;2049912
Rudaeicoccus,Bacteria,1,1434038.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Dermacoccaceae;Rudaeicoccus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;201174;1760;85006;145357;1434038
Albirhodobacter,Bacteria,1,1537716.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Albirhodobacter,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;204455;31989;1537716
Biformimicrobium,Bacteria,1,3367293.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Cellvibrionales;Microbulbiferaceae;Biformimicrobium,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;1706369;1706373;3367293
Albibacillus,Bacteria,1,2821517.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Albibacillus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;204455;31989;2821517
Ruixingdingia,Bacteria,1,3144354.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Ruixingdingia,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;204455;31989;3144354
Rubricoccus,Bacteria,1,907202.0,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Rhodothermota;Rhodothermia;Rhodothermales;Rubricoccaceae;Rubricoccus,cellular root;domain;kingdom;clade;clade;phylum;class;order;family;genus,131567;2;3379134;1783270;68336;1853220;1853222;1853224;1853227;907202
Algibacillus,Bacteria,1,2798470.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Algibacillus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;135622;72275;2798470
Aliigemmobacter,Bacteria,1,3143990.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Aliigemmobacter,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;204455;31989;3143990
Salicola,Bacteria,1,332339.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Salicola,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;135619;28256;332339
Algivirga,Bacteria,1,1435426.0,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Cytophagia;Cytophagales;Flammeovirgaceae;Algivirga,cellular root;domain;kingdom;clade;clade;phylum;class;order;family;genus,131567;2;3379134;1783270;68336;976;768503;768507;200667;1435426
Salinadaptatus,Archaea,1,2798309.0,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Natrialbaceae;Salinadaptatus,cellular root;domain;kingdom;phylum;clade;class;order;family;genus,131567;2157;3366610;28890;2290931;183963;2235;1644061;2798309
Algirhabdus,Bacteria,1,3412738.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Algirhabdus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;204455;2854170;3412738
Salinactinospora,Bacteria,1,1434041.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Streptosporangiales;Nocardiopsidaceae;Salinactinospora,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;201174;1760;85012;83676;1434041
Bengtsoniella,Bacteria,1,3389389.0,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Bengtsoniella,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;186801;186802;216572;3389389
Sabulibacter,Bacteria,1,2918841.0,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Sabulibacter,cellular root;domain;kingdom;clade;clade;phylum;class;order;family;genus,131567;2;3379134;1783270;68336;976;768503;768507;1853232;2918841
Saccharobesus,Bacteria,1,2894574.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Saccharobesus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;135622;72275;2894574
Alginatibacterium,Bacteria,1,2676252.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alginatibacterium,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;135622;72275;2676252
Algicella,Bacteria,1,3050722.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Algicella,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;204455;31989;3050722
