genus,gtdb_domain,ncbi_domain,database_presence,match_status,gtdb_genome_count,gtdb_species_count,ncbi_genome_count,ncbi_species_count,reason_filtered,sample_accessions
CAMMMX01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_946498095.1
JADGQF01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_017882045.1
JAUSKZ01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_030646805.1
GCA-2714055,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_002714055.1
VMEW01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_007375735.1
JAOZQC01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_029932425.1
JASBUG01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_030148025.1
JAQTWB01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_028689495.1
JAABSR01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_011390245.1
JACQKR01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016204425.1
DVEB01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_015295905.1
JAHFLD01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_023245035.1
JACRBV01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016213065.1
JAGVOB01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_020052955.1
JAKFYA01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_021731095.1
SZUA-41,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_003233075.1
JASGMR01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_030156385.1
JAUYMM01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_030699485.1
CALMOI01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_937871735.1
UBA6220,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_002421745.1
JAHITC01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_018817805.1
JAUYQP01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_030697205.1
JAUSPO01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_030656575.1
CALLZM01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_937858705.1
CAMBIX01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_945867815.1
JAQTPY01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_028712445.1
JACPRB01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016190155.1
JAUIHA01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_030432505.1
JAUHZO01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_030425925.1
UBA1775,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_002314595.1
VFZH01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016871255.1
JAQUPF01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_028716845.1
JACPYA01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016196295.1
JALZHR01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_030860665.1
JAUJOW01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_030447445.1
JACPKW01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016186825.1
JAAYAC01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_012719535.1
JANQTF01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_030731845.1
JADZFO01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_020849855.1
PALSA-1332,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_003152105.1
JAEYQM01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_023410025.1
JAUIJJ01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_030431385.1
JAADGQ01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_013152295.1
CALHRC01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_938038265.1
CALFXO01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_937958025.1
JAATFO01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_015655145.1
JAGVKQ01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_020050435.1
JALYIM01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_030775785.1
JAQVHS01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_028696075.1
B46-G15,Archaea,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_003662205.1
S143-98,Archaea,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_015520975.1
JAQGJU01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_028290465.1
JAUWBL01,Archaea,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_030601715.1
JAFGGG01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016930675.1
WS-3,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_005893225.1
JAFIFS01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_020831895.1
JAMWCN01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_023819505.1
JAHZKQ01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_022600315.1
JAKLFE01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_022711355.1
CAJXOR01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_913057715.1
JAJRWN01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_024276745.1
JADZEK01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_020850595.1
JACQNI01,Archaea,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016203135.1
JAJUJL01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_029265355.1
CAIRYL01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_903882825.1
JASLDQ01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_030151505.1
JACKGY01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_020639295.1
JAHHTP01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_020024615.1
UBA2194,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_002328665.1
DAOWNY01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_030642325.1
GCA-2746535,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_002746535.1
JAFADY01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_023424395.1
GCA-2724675,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_002724675.1
WJKY01,Archaea,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_014728835.1
JAOAQX01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_025210805.1
JAKEFK01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_022616075.1
CANJRL01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_947476675.1
SCPX01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_004298615.1
JAFGWW01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016936955.1
JAISGX01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_031262805.1
JADFDG01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_018262975.1
JADJTR01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016711085.1
CALKEQ01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_938084905.1
JALVZS01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_027022065.1
JAKUNN01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_022451885.1
JAKOTC01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_029776465.1
JANWIB01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_025450155.1
JAIMBI01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_023565505.1
JAFGFK01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016931135.1
JACRKD01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016215345.1
JACRPZ01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016222905.1
VGSG01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016875095.1
JABABU01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_014238065.1
JAUNUQ01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_030538075.1
JAEUMA01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016793565.1
JAISID01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_031262205.1
JAAYRS01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_012518645.1
JAHFAI01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_023250635.1
CALBJU01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_937893205.1
JAAXGT01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_012271205.1
WJLW01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_014728295.1
PIVM01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_003353945.1
JAJFTU01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_021372775.1
JALNZF01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_023229435.1
JAGVGS01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_020057015.1
JAGUWJ01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_020062425.1
JACZQL01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_022545745.1
JADKHC01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016721945.1
JALHNY01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_022843285.1
DSDT01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_011048615.1
JALEGL01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_022763185.1
JAJRYM01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_024275775.1
WJKB01,Archaea,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_014729345.1
UBA11403,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_002423125.1
JAJRUI01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_024277875.1
G020354275,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_020354275.1
JAGQMZ01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_020428405.1
JAHFLQ01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_023244815.1
RBG-16-51-14,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_001802375.1
SUG1456,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_029218505.1
UBA4486,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_002389045.1
JAHEMF01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_024643795.1
JACFNC01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_019455065.1
JAJDCM01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_029260825.1
JAGGWG01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_021157605.1
JAJDAL01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_029261875.1
JANWXW01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_025057315.1
VGBO01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016870475.1
JACQWC01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016209635.1
Ww85,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_024643445.1
JADQBU01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016278435.1
JAGTJX01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_023657465.1
JAUYDB01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_030691985.1
JAUJPG01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_030447245.1
DUOV01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_012838615.1
2-01-FULL-45-10-A,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_001804165.1
EFPC2,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCF_016925495.1
JAOEGB01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCF_025420585.1
JADGRN01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_017880825.1
CANJEJ01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_947473325.1
JANQEU01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_028278225.1
RF6,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCF_021044625.1
JAFLCA01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_017302875.1
DAOWOO01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_030642025.1
JAJDCD01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_029261035.1
JALHMU01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_022843885.1
VFKD01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_009885735.1
JAMPXQ01,Archaea,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_023701075.1
UBA6899,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_002451235.1
B15-G4,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_003644265.1
CADCTO01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_902805585.1
JAFGPW01,Archaea,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016935985.1
JAUIME01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_030433195.1
JAIRVZ01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_031253625.1
JAGGZO01,Archaea,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_021161995.1
JAQVBK01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_028690365.1
JACQVF01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016209885.1
UBA1372,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_002306295.1
O2-12-FULL-43-9,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_001798265.1
JAESSZ01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016763875.1
WAQV01,Archaea,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_015520065.1
JAPOXK01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_026707145.1
JACQHJ01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016199085.1
1-14-0-10-45-29,Archaea,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_002778455.1
JAKPQD01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_029572965.1
JAAEQW01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_024231025.1
CANRPV01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_947632575.1
JAPSGM01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_031177555.1
JASJYE01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_030123645.1
CALABS01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_937887565.1
JAMOQA01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_027064265.1
J135,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_003694225.1
Ac37b,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_000746585.2
RGIG6291,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_017521465.1
WS-2,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_005893185.1
DAOVGP01,Archaea,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_030672375.1
JANQOZ01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_028285525.1
RSA11,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_002919115.1
SHVA01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_009691195.1
JAFGBW01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016932965.1
JAISER01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_031263985.1
F11,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_002176905.1
JANZZL01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_026419405.1
JAFAXJ01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_019241095.1
CAMSGF01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_947058225.1
JACPNF01,Archaea,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016185635.1
JASEGA01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_030018315.1
JACPFA01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016183235.1
JAJAYG01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_026786335.1
RI-43,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016124655.1
JAQVMT01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_028703495.1
DAOWKM01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_030643695.1
B12-G17,Archaea,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_003661905.1
M55B153,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_018399915.1
JAAZVW01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_018623135.1
CAJXKR01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_913055815.1
DAOWDS01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_030638895.1
JAQGHD01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_028288965.1
G020350565,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_020350565.1
JAIRNW01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_031257795.1
JAHEDC01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_024641425.1
JANQRO01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_028284525.1
CALKAL01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_937983065.1
JAFIEV01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_020832305.1
JAPLJV01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_026388415.1
CAMURW01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_947097635.1
RUG11890,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_902773675.1
JAOXRU01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_025800395.1
RGIG2041,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_017411585.1
FEN-1099,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_003170555.1
JADLDR01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_020846535.1
JAEZNF01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_023441845.1
SBBG01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_005240065.1
JAEZCD01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_023430145.1
JAJCZM01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_029262375.1
JAUVYV01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_030602885.1
JAGVYX01,Archaea,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_018303045.1
CAIVNC01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_903907165.1
CATLTV01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_950059285.1
JAHFKM01,Archaea,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_023245385.1
WTKG01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_011524475.1
DTUCFX13,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_021462855.1
JANQNW01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_028279375.1
